Unnamed: 0,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage,Monat
8416,Autobahn,2018-11-06 00:00:00,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,4,nass / feucht,weiblich,1725,Auto,Gut,11
8417,Landesstrasse,2018-07-27 00:00:00,6,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1525,Auto,Gut,7
8418,nicht klassifiziert,2018-06-20 00:00:00,10,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,825,Auto,Gut,6
8419,Bundesstrasse,2018-08-01 00:00:00,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,2201,Taxi,Gut,8
8420,Bundesstrasse,2010-10-01 00:00:00,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,weiblich,955,Auto,Regen,10
8421,nicht klassifiziert,2018-07-16 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1830,Transporter,Gut,7
8422,Autobahn,2018-12-23 00:00:00,21,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1700,Auto,Regen,12
8423,Landesstrasse,2011-05-04 00:00:00,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,2000,Auto,Gut,5
8424,Landesstrasse,2018-02-14 00:00:00,41,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1805,Mottorrad (500cc),Gut,2
8425,Bundesstrasse,2018-06-20 00:00:00,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1450,Auto,Gut,6
8426,nicht klassifiziert,2018-06-01 00:00:00,48,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,148,Auto,Gut,6
8427,nicht klassifiziert,2018-09-23 00:00:00,28,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,330,Auto,Gut,9
8428,nicht klassifiziert,2011-10-11 00:00:00,27,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1922,Taxi,Gut,10
8429,Bundesstrasse,2010-10-19 00:00:00,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1740,Auto,Gut,10
8430,Bundesstrasse,2009-10-28 00:00:00,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,830,Auto,Gut,10
8431,nicht klassifiziert,2009-10-24 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1420,Fahrrad,Gut,10
8432,nicht klassifiziert,2018-09-11 00:00:00,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1333,Kleinbus,Gut,9
8433,nicht klassifiziert,2018-06-15 00:00:00,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1510,Mottorrad (50cc),Gut,6
8434,nicht klassifiziert,2009-03-21 00:00:00,22,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,505,Andere,Gut,3
8435,Bundesstrasse,2018-04-13 00:00:00,75,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,903,Auto,Gut,4
8436,nicht klassifiziert,2011-12-02 00:00:00,22,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1205,Auto,Gut,12
8437,Landesstrasse,2018-09-20 00:00:00,15,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1951,Auto,Gut,9
8438,Bundesstrasse,2012-10-12 00:00:00,4,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1540,Auto,Gut,10
8439,nicht klassifiziert,2011-03-16 00:00:00,59,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2005,Auto,Gut,3
8440,nicht klassifiziert,2011-10-06 00:00:00,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1246,Taxi,Gut (starker Wind),10
8441,nicht klassifiziert,2012-03-15 00:00:00,7,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1648,Auto,Gut,3
8442,nicht klassifiziert,2018-01-31 00:00:00,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,920,Auto,Gut,1
8443,nicht klassifiziert,2018-06-10 00:00:00,10,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1655,Fahrrad,Gut,6
8444,Bundesstrasse,2018-11-18 00:00:00,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,755,Auto,Gut,11
8445,Bundesstrasse,2018-06-10 00:00:00,10,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1617,Auto,Gut,6
8446,nicht klassifiziert,2018-02-17 00:00:00,21,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2250,Auto,Gut,2
8447,nicht klassifiziert,2018-07-08 00:00:00,71,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1305,Bus,Gut,7
8448,Bundesstrasse,2018-09-05 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1245,LKW bis 7.5t,Gut,9
8449,nicht klassifiziert,2018-02-07 00:00:00,37,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,männlich,1603,Bus,Gut,2
8450,nicht klassifiziert,2018-11-10 00:00:00,13,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,825,Auto,Gut,11
8451,nicht klassifiziert,2018-07-18 00:00:00,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1005,Auto,Gut,7
8452,nicht klassifiziert,2018-07-26 00:00:00,3,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,2135,Auto,Gut,7
8453,Bundesstrasse,2018-04-25 00:00:00,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,4,trocken,männlich,2350,Auto,Gut,4
8454,nicht klassifiziert,2018-09-10 00:00:00,17,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2130,Mottorrad (50cc),Gut,9
8455,nicht klassifiziert,2018-01-31 00:00:00,26,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,2112,Taxi,Gut,1
8456,Bundesstrasse,2011-03-26 00:00:00,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,815,Auto,Gut,3
8457,Bundesstrasse,2018-01-14 00:00:00,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1843,Auto,Gut,1
8458,Bundesstrasse,2018-01-30 00:00:00,16,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,weiblich,1645,Auto,Gut (starker Wind),1
8459,Bundesstrasse,2012-05-14 00:00:00,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1200,Auto,Gut,5
8460,Bundesstrasse,2009-05-30 00:00:00,29,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1330,Auto,Gut,5
8461,nicht klassifiziert,2018-09-13 00:00:00,39,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,8,2,trocken,männlich,1215,Bus,Gut,9
8462,nicht klassifiziert,2018-04-19 00:00:00,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1735,Bus,Gut,4
8463,Bundesstrasse,2011-10-12 00:00:00,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,600,Transporter,Regen,10
8464,Bundesstrasse,2009-03-26 00:00:00,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Auto,Gut,3
8465,Bundesstrasse,2018-07-29 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,4,trocken,weiblich,130,Auto,Gut,7
8466,Autobahn,2018-11-10 00:00:00,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,1802,Auto,Gut,11
8467,Bundesstrasse,2011-10-13 00:00:00,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,825,Mottorrad,Gut,10
8468,nicht klassifiziert,2018-09-04 00:00:00,48,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1325,Bus,Unbekannt,9
8469,nicht klassifiziert,2018-04-10 00:00:00,12,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2100,Auto,Gut,4
8470,Bundesstrasse,2018-11-03 00:00:00,29,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,trocken,männlich,2305,Auto,Gut,11
8471,Bundesstrasse,2018-08-28 00:00:00,17,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,20,Auto,Regen,8
8472,Bundesstrasse,2018-09-25 00:00:00,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,800,Auto,Regen,9
8473,Bundesstrasse,2018-09-19 00:00:00,60,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1200,Bus,Gut,9
8474,Bundesstrasse,2012-10-25 00:00:00,45,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1315,Kleinbus,Gut,10
8475,Bundesstrasse,2018-02-18 00:00:00,19,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1150,Auto,Gut,2
8476,nicht klassifiziert,2018-06-07 00:00:00,75,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1745,Bus,Gut,6
8477,Kraftfahrzeugstrasse,2018-04-22 00:00:00,46,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,5,trocken,männlich,1048,Auto,Gut,4
8478,Landesstrasse,2012-05-26 00:00:00,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1930,Auto,Gut,5
8479,nicht klassifiziert,2018-09-24 00:00:00,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1335,Auto,Gut,9
8480,nicht klassifiziert,2018-06-07 00:00:00,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1840,Andere,Gut,6
8481,Bundesstrasse,2018-01-26 00:00:00,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1615,Auto,Gut,1
8482,Kraftfahrzeugstrasse,2018-11-14 00:00:00,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,weiblich,1412,Auto,Gut,11
8483,Autobahn,2018-06-22 00:00:00,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1329,Auto,Gut,6
8484,nicht klassifiziert,2018-06-23 00:00:00,49,Fahrer,3,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,nass / feucht,männlich,2338,Taxi,Regen,6
8485,Bundesstrasse,2018-06-18 00:00:00,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,2329,Auto,Gut,6
8486,Bundesstrasse,2018-01-24 00:00:00,11,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,820,Auto,Gut,1
8487,Landesstrasse,2018-01-05 00:00:00,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,Schnee,männlich,2015,Auto,Schnee,1
8488,Bundesstrasse,2018-09-28 00:00:00,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,1918,Auto,Gut,9
8489,Bundesstrasse,2018-07-05 00:00:00,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,850,Auto,Gut,7
8490,nicht klassifiziert,2018-08-12 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2219,Auto,Gut,8
8491,Bundesstrasse,2011-12-19 00:00:00,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1330,Auto,Gut,12
8492,Bundesstrasse,2018-10-13 00:00:00,44,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,2018,Mottorrad,Gut,10
8493,nicht klassifiziert,2010-12-08 00:00:00,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,Frost/ Ice,weiblich,2150,Auto,Gut,12
8494,nicht klassifiziert,2018-10-19 00:00:00,10,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1230,Taxi,Gut,10
8495,nicht klassifiziert,2018-02-06 00:00:00,62,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,Frost / Eis,männlich,1755,Auto,Gut,2
8496,Kraftfahrzeugstrasse,2018-07-11 00:00:00,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1330,Auto,Gut,7
8497,Bundesstrasse,2018-04-07 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,3,nass / feucht,weiblich,2350,Auto,Regen,4
8498,Bundesstrasse,2018-07-18 00:00:00,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,825,Auto,Gut,7
8499,nicht klassifiziert,2018-08-02 00:00:00,25,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,210,Auto,Gut,8
8500,Bundesstrasse,2018-09-06 00:00:00,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2138,Auto,Gut,9
8501,nicht klassifiziert,2018-06-26 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1505,Mottorrad (50cc),Gut,6
8502,nicht klassifiziert,2018-03-09 00:00:00,76,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,910,Auto,Gut,3
8503,Bundesstrasse,2010-05-29 00:00:00,57,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1141,Auto,Regen (starker Wind),5
8504,nicht klassifiziert,2018-11-29 00:00:00,6,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,855,Auto,Gut,11
8505,nicht klassifiziert,2018-07-13 00:00:00,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1730,Auto,Gut,7
8506,nicht klassifiziert,2018-04-18 00:00:00,23,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1120,Auto,Gut,4
8507,nicht klassifiziert,2018-10-23 00:00:00,77,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1629,Bus,Gut,10
8508,Kraftfahrzeugstrasse,2018-06-03 00:00:00,41,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1510,Auto,Regen,6
8509,nicht klassifiziert,2011-03-10 00:00:00,60,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,608,Transporter,Gut (starker Wind),3
8510,Bundesstrasse,2018-07-18 00:00:00,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,940,Auto,Gut,7
8511,Bundesstrasse,2018-11-14 00:00:00,30,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,1728,Auto,Gut,11
8512,nicht klassifiziert,2018-08-10 00:00:00,21,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,2155,Mottorrad (125cc),Gut,8
8513,Autobahn,2018-07-27 00:00:00,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1116,Auto,Gut,7
8514,nicht klassifiziert,2018-05-09 00:00:00,5,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1629,Fahrrad,Gut,5
8515,nicht klassifiziert,2018-08-30 00:00:00,39,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1310,Auto,Gut,8
8516,Landesstrasse,2009-03-06 00:00:00,4,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,845,Auto,Gut,3
8517,Bundesstrasse,2018-02-15 00:00:00,93,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,1004,Auto,Regen (starker Wind),2
8518,nicht klassifiziert,2018-09-11 00:00:00,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1320,Auto,Gut,9
8519,Bundesstrasse,2012-05-29 00:00:00,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1100,Auto,Gut,5
8520,Bundesstrasse,2018-06-01 00:00:00,40,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2235,Bus,Gut,6
8521,Bundesstrasse,2018-06-15 00:00:00,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1435,Auto,Gut,6
8522,Bundesstrasse,2018-09-10 00:00:00,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1150,Auto,Gut,9
8523,Autobahn,2018-08-31 00:00:00,61,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,955,Auto,Gut,8
8524,nicht klassifiziert,2018-04-09 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,330,Taxi,Gut,4
8525,nicht klassifiziert,2018-09-01 00:00:00,73,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1430,Fahrrad,Gut,9
8526,Bundesstrasse,2018-02-04 00:00:00,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1619,Bus,Gut,2
8527,Bundesstrasse,2018-11-23 00:00:00,26,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1800,Auto,Gut,11
8528,nicht klassifiziert,2018-08-01 00:00:00,26,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,trocken,weiblich,222,Taxi,Gut,8
8529,Bundesstrasse,2018-11-26 00:00:00,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,1555,Transporter,Regen,11
8530,Autobahn,2018-06-26 00:00:00,22,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,433,Auto,Gut,6
8531,Bundesstrasse,2018-11-29 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1340,Auto,Gut,11
8532,nicht klassifiziert,2018-02-21 00:00:00,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1620,Auto,Gut,2
8533,Bundesstrasse,2009-12-18 00:00:00,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,Schnee,männlich,1200,Auto,Gut,12
8534,nicht klassifiziert,2011-12-01 00:00:00,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,1930,Auto,Gut,12
8535,nicht klassifiziert,2018-12-30 00:00:00,73,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1335,Auto,Gut,12
8536,nicht klassifiziert,2011-10-10 00:00:00,75,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1330,Auto,Gut,10
8537,nicht klassifiziert,2018-01-01 00:00:00,21,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,415,Taxi,Gut,1
8538,nicht klassifiziert,2012-12-20 00:00:00,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,645,Fahrrad,Regen,12
8539,nicht klassifiziert,2018-02-10 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1515,Fahrrad,Gut,2
8540,Bundesstrasse,2018-08-03 00:00:00,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,455,Mottorrad (50cc),Gut,8
8541,Landesstrasse,2018-07-04 00:00:00,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,728,Fahrrad,Gut,7
8542,Bundesstrasse,2018-06-16 00:00:00,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1545,Auto,Gut,6
8543,nicht klassifiziert,2018-02-06 00:00:00,61,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,2041,Auto,Gut,2
8544,nicht klassifiziert,2018-06-12 00:00:00,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1310,Fahrrad,Gut,6
8545,Bundesstrasse,2018-09-30 00:00:00,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1215,Auto,Gut,9
8546,nicht klassifiziert,2010-05-30 00:00:00,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1435,Auto,Gut,5
8547,Bundesstrasse,2018-07-03 00:00:00,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1200,Auto,Gut,7
8548,Kraftfahrzeugstrasse,2011-05-09 00:00:00,19,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,5,1,nass / feucht,weiblich,2313,Auto,Regen,5
8549,Autobahn,2012-12-05 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,nass / feucht,männlich,830,Auto,Gut,12
8550,nicht klassifiziert,2018-02-01 00:00:00,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1125,Auto,Gut,2
8551,Bundesstrasse,2018-04-26 00:00:00,21,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2035,Auto,Regen,4
8552,nicht klassifiziert,2018-04-13 00:00:00,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2020,Auto,Gut,4
8553,Bundesstrasse,2009-10-20 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,2345,Auto,Gut,10
8554,nicht klassifiziert,2018-08-16 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,817,Auto,Gut,8
8555,nicht klassifiziert,2018-01-22 00:00:00,21,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,13,Auto,Regen,1
8556,Bundesstrasse,2018-09-08 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1330,Auto,Gut,9
8557,nicht klassifiziert,2018-09-01 00:00:00,46,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1230,Auto,Gut,9
8558,nicht klassifiziert,2010-12-03 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,Frost/ Ice,weiblich,1225,Auto,Gut,12
8559,Bundesstrasse,2018-11-24 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1355,Auto,Gut,11
8560,nicht klassifiziert,2018-10-01 00:00:00,4,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1500,Auto,Gut,10
8561,nicht klassifiziert,2018-09-28 00:00:00,27,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,nass / feucht,männlich,1920,Auto,Gut,9
8562,nicht klassifiziert,2010-12-24 00:00:00,3,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1125,Auto,Gut,12
8563,nicht klassifiziert,2018-04-06 00:00:00,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1312,Auto,Gut,4
8564,Bundesstrasse,2018-04-01 00:00:00,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1040,Auto,Gut,4
8565,Bundesstrasse,2018-10-03 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,1805,Auto,Gut,10
8566,Bundesstrasse,2009-10-16 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1610,Mottorrad (500cc),Gut,10
8567,nicht klassifiziert,2018-04-21 00:00:00,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1745,Fahrrad,Gut,4
8568,nicht klassifiziert,2018-02-06 00:00:00,94,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,Frost / Eis,weiblich,1235,Auto,Gut,2
8569,nicht klassifiziert,2018-08-29 00:00:00,50,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,4,8,trocken,weiblich,1240,Auto,Gut,8
8570,Kraftfahrzeugstrasse,2018-11-19 00:00:00,17,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,2,4,trocken,männlich,630,Auto,Gut (starker Wind),11
8571,nicht klassifiziert,2018-01-27 00:00:00,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,männlich,757,Auto,Gut,1
8572,Autobahn,2018-07-17 00:00:00,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,Überflutung,weiblich,620,Auto,Regen (starker Wind),7
